tu,close,timestamp,volume,high,low,open,datetime
946742487.44,37.55,1732492800000,25216040,38.35,36.85,37.6,2024-11-25
8479894157.65,35.45,1732579200000,236707990,37.55,35.4,37.55,2024-11-26
12683710360.35,34.85,1732665600000,366988648,38.0,33.5,35.45,2024-11-27
5386567990.2,34.0,1732752000000,157178313,35.0,33.5,34.85,2024-11-28
5710367046.3,34.2,1732838400000,167892444,36.7,28.9,28.9,2024-11-29
4642674002.5,35.2,1733097600000,131995834,36.65,34.2,34.2,2024-12-02
15017102544.8,35.5,1733184000000,419378569,36.95,34.7,35.2,2024-12-03
12272760232.3,37.1,1733270400000,327180469,40.8,35.5,35.5,2024-12-04
5241261321.55,36.65,1733356800000,142825011,37.1,35.85,37.1,2024-12-05
18284561793.8,36.2,1733443200000,497578922,37.6,35.4,36.65,2024-12-06
28103167261.0,38.15,1733702400000,752799140,40.0,35.55,36.2,2024-12-09
22350315457.0,37.95,1733788800000,565950998,43.85,37.7,40.4,2024-12-10
8304150690.25,37.3,1733875200000,218744507,42.5,36.6,37.95,2024-12-11
5298900353.85,36.4,1733961600000,144319989,42.5,36.1,37.3,2024-12-12
2218682889.85,34.95,1734048000000,61852768,41.85,34.65,41.85,2024-12-13
3019378059.85,35.3,1734307200000,84816934,36.45,34.75,34.95,2024-12-16
1878783598.25,34.65,1734393600000,53903882,35.65,34.5,35.3,2024-12-17
5849156392.8,35.85,1734480000000,164147694,36.15,34.65,34.65,2024-12-18
7807129943.7,34.65,1734566400000,222749790,37.5,34.3,35.85,2024-12-19
11363526320.1,35.3,1734652800000,319404476,36.8,34.6,34.65,2024-12-20
1099497245.8,35.25,1734912000000,31207341,37.05,34.85,35.3,2024-12-23
3673363543.8,36.4,1735257600000,100755788,40.0,35.2,35.2,2024-12-27
5619455949.9,35.05,1735516800000,157855319,37.0,34.8,36.4,2024-12-30
1277055988.45,34.8,1735603200000,36571380,35.15,34.5,35.05,2024-12-31
2128896383.7,34.3,1735776000000,61535610,35.05,34.25,34.5,2025-01-02
13643762613.05,35.15,1735862400000,372228667,39.4,34.3,34.3,2025-01-03
6711314291.75,36.55,1736121600000,184893825,37.2,35.15,35.15,2025-01-06
4382289589.0,36.4,1736208000000,119829350,37.5,35.95,37.5,2025-01-07
9906533099.55,33.8,1736294400000,292155289,36.4,33.3,36.4,2025-01-08
7156963721.3,33.2,1736380800000,208832361,38.85,32.75,38.85,2025-01-09
1700319832.2,33.05,1736467200000,51410947,33.75,32.75,33.2,2025-01-10
3265928649.35,32.85,1736726400000,99435093,33.1,32.25,33.05,2025-01-13
3487450621.5,32.4,1736812800000,107590100,32.85,31.8,32.85,2025-01-14
9910860526.9,31.65,1736899200000,307347210,33.0,31.15,32.4,2025-01-15
7273136370.7,32.2,1736985600000,224541980,33.0,31.65,31.65,2025-01-16
2322524029.2,32.65,1737072000000,71636382,33.0,31.2,32.2,2025-01-17
7739901302.85,34.1,1737331200000,227088631,34.8,32.65,32.65,2025-01-20
