tu,close,timestamp,volume,high,low,open,datetime
4764954609.15,133.3,1732492800000,35682142,140.2,122.8,137.037,2024-11-25
98610914539.9,135.8,1732579200000,726590333,137.9,130.0,133.3,2024-11-26
131503012364.9,142.6,1732665600000,924709166,149.3,137.4,142.0,2024-11-27
170945556241.6,142.2,1732752000000,1197550431,149.8,135.5,142.6,2024-11-28
117442241788.7,143.8,1732838400000,830839291,148.1,135.0,142.2,2024-11-29
161577086025.1,147.3,1733097600000,1102465456,148.6,136.7,143.8,2024-12-02
128881986893.9,145.3,1733184000000,882152941,155.0,143.1,154.6,2024-12-03
97098855159.1,142.4,1733270400000,692062840,144.5,132.1,132.5,2024-12-04
152724894264.7,142.2,1733356800000,1071258639,149.0,138.5,142.4,2024-12-05
223246092979.0,146.6,1733443200000,1530659453,152.1,138.8,142.2,2024-12-06
255288047914.2,152.2,1733702400000,1694268000,153.9,142.3,146.6,2024-12-09
381604389302.2,153.3,1733788800000,2467354553,165.0,152.2,165.0,2024-12-10
130312292181.2,149.0,1733875200000,875718182,155.5,130.4,153.3,2024-12-11
211712201762.3,147.8,1733961600000,1440065533,155.0,140.4,149.0,2024-12-12
93380334856.7,144.4,1734048000000,647344896,150.0,136.8,150.0,2024-12-13
96207717459.5,144.0,1734307200000,662847134,155.0,143.0,144.4,2024-12-16
97833822617.3,142.2,1734393600000,696200034,145.2,134.0,144.0,2024-12-17
39026603950.4,144.0,1734480000000,271265678,149.4,142.2,142.2,2024-12-18
67574177057.5,141.7,1734566400000,478097353,144.0,136.8,144.0,2024-12-19
70667939107.0,137.4,1734652800000,512665469,146.8,131.1,141.7,2024-12-20
48826372901.0,139.8,1734912000000,333897014,155.0,137.4,137.4,2024-12-23
55527725027.2,135.9,1735257600000,407842968,140.9,132.6,140.9,2024-12-27
27717936734.6,134.7,1735516800000,205949603,140.2,133.6,135.9,2024-12-30
50204137254.1,136.0,1735603200000,370138278,137.1,134.2,134.7,2024-12-31
79678199173.7,132.5,1735776000000,604102280,133.8,130.7,132.0,2025-01-02
