tu,close,timestamp,volume,high,low,open,datetime
8880209594.4,162.0,1732492800000,54800251,168.2,130.0,166.0,2024-11-25
561722268333.1,164.3,1732579200000,3404620811,168.6,158.0,162.0,2024-11-26
1039325919857.2,176.2,1732665600000,5984622402,188.9,163.7,164.3,2024-11-27
455342477338.0,172.2,1732752000000,2634259010,180.0,170.7,177.9,2024-11-28
636455958165.5,168.7,1732838400000,3742095736,179.6,165.3,170.5,2024-11-29
2130737602912.8,167.4,1733097600000,12955113885,169.1,160.0,168.7,2024-12-02
789956766592.2,165.5,1733184000000,4808130554,167.4,159.0,167.0,2024-12-03
496712047424.8,165.2,1733270400000,2988699233,170.6,160.0,165.5,2024-12-04
963835237464.4,159.2,1733356800000,6038259945,170.0,157.0,169.6,2024-12-05
1769459924256.3,162.4,1733443200000,10964932306,168.0,155.0,167.1,2024-12-06
2211928735810.4,171.7,1733702400000,13107803764,186.7,159.0,165.0,2024-12-09
2283810434146.5,171.8,1733788800000,13125849093,195.0,170.2,185.4,2024-12-10
725086572492.2,167.0,1733875200000,4325882810,175.2,159.8,171.8,2024-12-11
1044249703905.9,168.9,1733961600000,6207946018,177.0,160.0,167.0,2024-12-12
517539068912.5,162.6,1734048000000,3160075188,180.0,160.0,180.0,2024-12-13
277912869785.2,159.6,1734307200000,1740336315,163.6,158.0,162.6,2024-12-16
684323100799.3,158.6,1734393600000,4325547466,164.7,150.0,150.0,2024-12-17
275113256937.0,160.1,1734480000000,1716089058,175.0,157.0,158.6,2024-12-18
313513899462.8,158.4,1734566400000,1987322754,161.7,155.1,160.1,2024-12-19
265013179578.3,158.6,1734652800000,1667905254,169.4,155.0,158.4,2024-12-20
244605591921.0,154.2,1734912000000,1538845373,167.1,154.0,158.6,2024-12-23
392765830220.7,154.7,1735257600000,2547102934,162.8,150.5,155.1,2024-12-27
323712567844.4,152.8,1735516800000,2114122477,162.4,151.4,154.0,2024-12-30
144162191134.6,151.7,1735603200000,953476020,154.8,129.9,129.9,2024-12-31
471332015669.3,150.6,1735776000000,3124408671,154.3,148.4,149.0,2025-01-02
534842274918.1,153.7,1735862400000,3493320192,173.1,148.8,150.6,2025-01-03
376595710781.6,150.7,1736121600000,2500764181,153.8,130.7,153.7,2025-01-06
411166605314.7,148.7,1736208000000,2770215149,173.3,145.8,153.0,2025-01-07
324342097999.9,146.7,1736294400000,2166810590,163.5,143.9,148.7,2025-01-08
338021987857.2,144.4,1736380800000,2328228958,161.3,142.5,146.7,2025-01-09
