日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2015-09-02,000655,9.01,9.01,9.85,9.01,490251,447904672.0,8.39,-9.99,-1.0,8.23
2015-09-07,000655,8.9,8.18,9.25,8.11,517899,451068112.0,12.65,-9.21,-0.83,8.7
2015-09-08,000655,8.2,8.36,8.49,7.81,354105,290273984.0,8.31,2.2,0.18,5.95
2015-09-09,000655,8.36,8.91,8.95,8.3,497298,427238288.0,7.78,6.58,0.55,8.35
2015-09-10,000655,8.7,8.34,8.74,8.29,333129,284990672.0,5.05,-6.4,-0.57,5.6
2015-09-11,000655,8.32,8.55,8.7,8.32,264979,225848118.0,4.56,2.52,0.21,4.45
2015-09-14,000655,8.62,7.7,8.78,7.7,294730,242310268.0,12.63,-9.94,-0.85,4.95
2015-09-15,000655,7.45,6.93,7.45,6.93,265144,188663895.0,6.75,-10.0,-0.77,4.45
2015-09-16,000655,6.96,7.59,7.62,6.83,288666,207392653.0,11.4,9.52,0.66,4.85
2015-09-17,000655,7.4,7.18,7.65,7.14,297081,220426216.0,6.72,-5.4,-0.41,4.99
2015-09-18,000655,7.2,7.18,7.3,7.01,170426,121930796.0,4.04,0.0,0.0,2.86
2015-09-21,000655,7.04,7.47,7.5,7.0,200330,146174744.0,6.96,4.04,0.29,3.36
2015-09-22,000655,7.41,7.64,7.89,7.4,288683,219244659.0,6.56,2.28,0.17,4.85
2015-09-23,000655,7.43,7.34,7.64,7.24,185490,137871482.0,5.24,-3.93,-0.3,3.12
2015-09-24,000655,7.38,7.52,7.55,7.38,147900,110478770.0,2.32,2.45,0.18,2.48
2015-09-25,000655,7.48,7.15,7.56,7.09,162773,118965935.0,6.25,-4.92,-0.37,2.73
2015-09-28,000655,7.1,7.23,7.26,6.93,122136,87314409.0,4.62,1.12,0.08,2.05
2015-09-29,000655,7.08,7.04,7.15,6.95,98821,69684327.0,2.77,-2.63,-0.19,1.66
2015-09-30,000655,7.08,7.05,7.16,7.03,84763,60112582.0,1.85,0.14,0.01,1.42
2015-10-08,000655,7.29,7.35,7.4,7.19,166551,121811776.0,2.98,4.26,0.3,2.8
2015-10-09,000655,7.34,7.71,7.89,7.3,295085,224521003.0,8.03,4.9,0.36,4.96
2015-10-12,000655,7.71,8.02,8.12,7.66,377193,298778288.0,5.97,4.02,0.31,6.34
2015-10-13,000655,7.86,7.95,8.02,7.8,247620,195792050.0,2.74,-0.87,-0.07,4.16
2015-10-14,000655,7.9,7.86,8.19,7.82,242869,194850735.0,4.65,-1.13,-0.09,4.08
2015-10-15,000655,7.9,8.16,8.16,7.8,220087,176784796.0,4.58,3.82,0.3,3.7
2015-10-16,000655,8.2,8.16,8.25,7.97,246463,200262598.0,3.43,0.0,0.0,4.14
2015-10-19,000655,8.18,8.5,8.65,8.13,373533,310463520.0,6.37,4.17,0.34,6.27
2015-10-20,000655,8.41,8.56,8.57,8.26,232195,194894162.0,3.65,0.71,0.06,3.9
2015-10-21,000655,8.51,7.7,8.54,7.7,299988,244011602.0,9.81,-10.05,-0.86,5.04
2015-10-22,000655,7.64,7.86,7.99,7.56,241200,187164897.0,5.58,2.08,0.16,4.05
2015-10-23,000655,7.89,8.3,8.3,7.85,272233,219563327.0,5.73,5.6,0.44,4.57
2015-10-26,000655,8.4,8.28,8.47,8.11,275057,228349960.0,4.34,-0.24,-0.02,4.62
2015-10-27,000655,8.21,8.18,8.26,7.81,221514,178201732.0,5.43,-1.21,-0.1,3.72
2015-10-28,000655,8.08,8.19,8.43,8.06,286949,236559780.0,4.52,0.12,0.01,4.82
2015-10-29,000655,8.24,8.18,8.35,8.07,173176,142215234.0,3.42,-0.12,-0.01,2.91
2015-10-30,000655,8.15,8.12,8.24,7.94,137592,111719310.0,3.67,-0.73,-0.06,2.31
2015-11-02,000655,7.9,7.89,8.14,7.84,137652,109688726.0,3.69,-2.83,-0.23,2.31
2015-11-03,000655,7.9,8.68,8.68,7.86,558076,475773696.0,10.39,10.01,0.79,9.37
2015-11-04,000655,8.98,9.47,9.55,8.65,809421,732695152.0,10.37,9.1,0.79,13.6
2015-11-05,000655,9.2,9.17,9.39,8.99,505992,466246000.0,4.22,-3.17,-0.3,8.5
2015-11-06,000655,9.18,9.25,9.37,9.01,332301,306900160.0,3.93,0.87,0.08,5.58
2015-11-09,000655,9.16,9.89,10.18,9.03,525721,505196528.0,12.43,6.92,0.64,8.83
2015-11-10,000655,9.9,9.95,10.15,9.33,456763,449997056.0,8.29,0.61,0.06,7.67
2015-11-11,000655,9.77,9.8,9.98,9.57,219059,213852637.0,4.12,-1.51,-0.15,3.68
2015-11-12,000655,9.8,9.48,9.89,9.42,207275,199329587.0,4.8,-3.27,-0.32,3.48
2015-11-13,000655,9.3,9.07,9.44,9.01,199033,183066860.0,4.54,-4.32,-0.41,3.34
2015-11-16,000655,8.93,9.35,9.43,8.88,169582,157062894.0,6.06,3.09,0.28,2.85
2015-11-17,000655,9.45,9.26,9.5,9.2,189758,177419154.0,3.21,-0.96,-0.09,3.19
2015-11-18,000655,9.27,9.21,9.34,9.15,113342,104690961.0,2.05,-0.54,-0.05,1.9
2015-11-19,000655,9.28,9.49,9.58,9.25,176822,166822320.0,3.58,3.04,0.28,2.97
2015-11-20,000655,9.6,9.58,9.68,9.44,184515,176453318.0,2.53,0.95,0.09,3.1
2015-11-23,000655,9.66,9.58,9.78,9.49,204785,197515256.0,3.03,0.0,0.0,3.44
2015-11-24,000655,9.56,9.42,9.56,9.3,163072,153045806.0,2.71,-1.67,-0.16,2.74
2015-11-25,000655,9.42,9.45,9.54,9.4,140874,133380014.0,1.49,0.32,0.03,2.37
2015-11-26,000655,9.4,9.73,9.9,9.4,265622,256477563.0,5.29,2.96,0.28,4.46
2015-11-27,000655,9.58,8.77,9.68,8.76,228138,210776247.0,9.46,-9.87,-0.96,3.83
2015-11-30,000655,8.75,8.52,8.87,7.98,183551,155321629.0,10.15,-2.85,-0.25,3.08
2015-12-01,000655,8.46,8.57,8.75,8.31,117572,100833040.0,5.16,0.59,0.05,1.97
2015-12-02,000655,8.5,8.88,9.03,8.46,148704,130363863.0,6.65,3.62,0.31,2.5
2015-12-03,000655,8.81,8.9,8.97,8.73,113168,100365240.0,2.7,0.23,0.02,1.9
2015-12-04,000655,8.83,8.78,8.9,8.7,99386,87421180.0,2.25,-1.35,-0.12,1.67
2015-12-07,000655,8.8,9.01,9.09,8.8,128329,115055230.0,3.3,2.62,0.23,2.16
2015-12-08,000655,9.04,8.61,9.04,8.5,125275,108969115.0,5.99,-4.44,-0.4,2.1
2015-12-09,000655,8.55,8.47,8.65,8.4,80244,68399081.0,2.9,-1.63,-0.14,1.35
2015-12-10,000655,8.48,8.56,8.56,8.43,70202,59703526.0,1.53,1.06,0.09,1.18
2015-12-11,000655,8.5,8.71,8.8,8.24,127246,108815676.0,6.54,1.75,0.15,2.14
2015-12-14,000655,8.57,8.96,9.1,8.56,186402,165782396.0,6.2,2.87,0.25,3.13
2015-12-15,000655,9.1,8.99,9.13,8.85,142738,128375508.0,3.13,0.33,0.03,2.4
2015-12-16,000655,9.02,9.09,9.35,9.0,167596,153912482.0,3.89,1.11,0.1,2.82
2015-12-17,000655,9.1,9.35,9.5,9.1,201406,186919473.0,4.4,2.86,0.26,3.38
2015-12-18,000655,9.27,9.4,9.6,9.02,200924,186964650.0,6.2,0.53,0.05,3.37
2015-12-21,000655,9.43,9.78,9.99,9.27,276530,263789417.0,7.66,4.04,0.38,4.64
2015-12-22,000655,9.76,9.88,9.94,9.64,232072,227178518.0,3.07,1.02,0.1,3.9
2015-12-23,000655,9.85,9.46,9.85,9.45,165709,160036063.0,4.05,-4.25,-0.42,2.78
2015-12-24,000655,9.47,9.66,9.66,9.32,116527,110810354.0,3.59,2.11,0.2,1.96
2015-12-25,000655,9.56,9.63,9.7,9.52,80654,77612090.0,1.86,-0.31,-0.03,1.35
2015-12-28,000655,9.61,9.3,9.89,9.3,142096,136714663.0,6.13,-3.43,-0.33,2.39
2015-12-29,000655,9.31,9.89,9.95,9.21,169693,162259345.0,7.96,6.34,0.59,2.85
2015-12-30,000655,9.96,10.06,10.25,9.92,267668,269542992.0,3.34,1.72,0.17,4.5
2015-12-31,000655,10.1,9.74,10.16,9.71,151414,150356673.0,4.47,-3.18,-0.32,2.54
2016-01-04,000655,9.6,8.77,9.72,8.77,143511,132906914.0,9.75,-9.96,-0.97,2.41
2016-01-05,000655,8.25,8.43,8.88,8.0,178831,151343313.0,10.03,-3.88,-0.34,3.0
2016-01-06,000655,8.41,8.89,9.05,8.41,182154,158816216.0,7.59,5.46,0.46,3.06
2016-01-07,000655,8.65,8.0,8.77,8.0,43404,35819816.0,8.66,-10.01,-0.89,0.73
2016-01-08,000655,8.2,8.23,8.43,7.54,181358,147961577.0,11.13,2.88,0.23,3.05
2016-01-11,000655,8.0,7.41,8.19,7.41,202995,156980343.0,9.48,-9.96,-0.82,3.41
2016-01-12,000655,7.35,7.29,7.51,7.16,108919,80006879.0,4.72,-1.62,-0.12,1.83
2016-01-13,000655,7.35,7.05,7.58,7.01,132270,97422655.0,7.82,-3.29,-0.24,2.22
2016-01-14,000655,6.9,7.26,7.35,6.81,105237,74390542.0,7.66,2.98,0.21,1.77
2016-01-15,000655,7.18,6.9,7.5,6.76,140327,99590880.0,10.19,-4.96,-0.36,2.36
2016-01-18,000655,6.76,7.06,7.18,6.68,95305,66913376.0,7.25,2.32,0.16,1.6
2016-01-19,000655,7.03,7.31,7.35,7.01,112447,80756134.0,4.82,3.54,0.25,1.89
2016-01-20,000655,7.25,7.22,7.31,7.12,97484,70413514.0,2.6,-1.23,-0.09,1.64
2016-01-21,000655,7.11,6.86,7.29,6.86,85005,60425960.0,5.96,-4.99,-0.36,1.43
2016-01-22,000655,6.97,7.02,7.03,6.78,97791,67796202.0,3.64,2.33,0.16,1.64
2016-01-25,000655,7.06,7.15,7.18,7.03,72539,51567623.0,2.14,1.85,0.13,1.22
2016-01-26,000655,7.07,6.44,7.11,6.44,114563,77996019.0,9.37,-9.93,-0.71,1.92
2016-01-27,000655,6.48,6.43,6.55,6.02,88558,56345568.0,8.23,-0.16,-0.01,1.49
2016-01-28,000655,6.29,6.06,6.45,6.05,65740,41360973.0,6.22,-5.75,-0.37,1.1
2016-01-29,000655,6.11,6.3,6.38,6.05,76748,47861878.0,5.45,3.96,0.24,1.29
2016-02-01,000655,6.3,6.24,6.35,6.11,53090,33220944.0,3.81,-0.95,-0.06,0.89
2016-02-02,000655,6.26,6.49,6.62,6.25,71404,46184786.0,5.93,4.01,0.25,1.2
2016-02-03,000655,6.44,6.56,6.6,6.32,57578,37175654.0,4.31,1.08,0.07,0.97
2016-02-04,000655,6.59,6.95,7.2,6.59,153427,107046177.0,9.3,5.95,0.39,2.58
2016-02-05,000655,7.0,7.1,7.15,6.88,133167,93750867.0,3.88,2.16,0.15,2.24
2016-02-15,000655,6.89,7.09,7.15,6.72,137718,95065661.0,6.06,-0.14,-0.01,2.31
2016-02-16,000655,7.03,7.18,7.25,7.03,140367,100640097.0,3.1,1.27,0.09,2.36
2016-02-17,000655,7.14,7.17,7.21,6.97,117753,83750768.0,3.34,-0.14,-0.01,1.98
2016-02-18,000655,7.24,7.09,7.34,7.05,114984,82799700.0,4.04,-1.12,-0.08,1.93
2016-02-19,000655,7.1,7.1,7.14,7.01,79012,55918376.0,1.83,0.14,0.01,1.33
2016-02-22,000655,7.44,7.81,7.81,7.38,307220,234055301.0,6.06,10.0,0.71,5.16
2016-02-23,000655,7.88,8.58,8.59,7.76,507324,417068016.0,10.63,9.86,0.77,8.52
2016-02-24,000655,8.24,8.14,8.37,7.92,357293,290418944.0,5.24,-5.13,-0.44,6.0
2016-02-25,000655,8.08,7.33,8.19,7.33,277605,214617497.0,10.57,-9.95,-0.81,4.66
2016-02-26,000655,7.3,7.63,7.88,7.15,241380,179946098.0,9.96,4.09,0.3,4.05
2016-02-29,000655,7.49,7.83,8.15,7.0,409957,314547568.0,15.07,2.62,0.2,6.89
2016-03-01,000655,7.86,8.41,8.61,7.72,455107,375465824.0,11.37,7.41,0.58,7.64
2016-03-02,000655,8.21,8.8,9.2,8.17,395011,342469744.0,12.25,4.64,0.39,6.64
2016-03-03,000655,8.87,8.82,9.16,8.65,289645,256369865.0,5.8,0.23,0.02,4.87
2016-03-04,000655,8.91,8.7,9.12,8.39,269696,236319344.0,8.28,-1.36,-0.12,4.53
2016-03-07,000655,9.57,9.2,9.57,8.93,486407,452104176.0,7.36,5.75,0.5,8.17
2016-03-08,000655,10.12,9.7,10.12,9.3,880298,870088576.0,8.91,5.43,0.5,14.79
2016-03-09,000655,8.73,8.92,9.1,8.73,614570,539814032.0,3.81,-8.04,-0.78,10.32
2016-03-10,000655,9.03,8.26,9.13,8.2,348322,301098432.0,10.43,-7.4,-0.66,5.85
2016-03-11,000655,8.0,7.84,8.14,7.78,297432,236000782.0,4.36,-5.08,-0.42,5.0
2016-03-14,000655,7.93,8.06,8.49,7.83,355820,288517888.0,8.42,2.81,0.22,5.98
2016-03-15,000655,7.94,7.74,7.95,7.66,235762,183452824.0,3.6,-3.97,-0.32,3.96
2016-03-16,000655,7.8,7.75,7.95,7.65,216590,169194707.0,3.88,0.13,0.01,3.64
2016-03-17,000655,7.89,8.14,8.2,7.82,284842,228392726.0,4.9,5.03,0.39,4.78
2016-03-18,000655,8.4,8.95,8.95,8.29,598038,523323456.0,8.11,9.95,0.81,10.05
2016-03-21,000655,8.9,9.22,9.4,8.6,532663,479313536.0,8.94,3.02,0.27,8.95
2016-03-22,000655,8.96,8.81,9.0,8.75,314976,279322400.0,2.71,-4.45,-0.41,5.29
2016-03-23,000655,8.85,8.81,8.87,8.59,210082,183250967.0,3.18,0.0,0.0,3.53
2016-03-24,000655,8.45,8.37,8.68,8.29,265530,223843124.0,4.43,-4.99,-0.44,4.46
2016-03-25,000655,8.31,8.42,8.45,8.27,134011,112100583.0,2.15,0.6,0.05,2.25
2016-03-28,000655,8.51,8.2,8.59,8.2,146722,123561350.0,4.63,-2.61,-0.22,2.46
2016-03-29,000655,8.14,8.06,8.34,8.0,145321,118230595.0,4.15,-1.71,-0.14,2.44
2016-03-30,000655,8.15,8.42,8.45,8.12,160807,133055656.0,4.09,4.47,0.36,2.7
2016-03-31,000655,8.4,8.26,8.44,8.2,157858,131166215.0,2.85,-1.9,-0.16,2.65
2016-04-01,000655,8.22,8.44,8.58,8.18,182131,152770333.0,4.84,2.18,0.18,3.06
2016-04-05,000655,8.3,8.52,8.52,8.21,196398,164301297.0,3.67,0.95,0.08,3.3
2016-04-06,000655,8.49,8.54,8.8,8.43,228314,196122230.0,4.34,0.23,0.02,3.84
2016-04-07,000655,8.61,8.18,8.68,8.15,195033,162375227.0,6.21,-4.22,-0.36,3.28
2016-04-08,000655,8.1,8.06,8.17,7.93,123340,99493135.0,2.93,-1.47,-0.12,2.07
2016-04-11,000655,8.15,8.3,8.48,8.15,176572,147588401.0,4.09,2.98,0.24,2.97
2016-04-12,000655,8.36,8.95,9.13,8.32,391020,337461792.0,9.76,7.83,0.65,6.57
2016-04-13,000655,8.99,9.24,9.75,8.9,529381,491981808.0,9.5,3.24,0.29,8.89
2016-04-14,000655,9.3,8.99,9.35,8.86,308909,278861936.0,5.3,-2.71,-0.25,5.19
2016-04-15,000655,8.9,8.81,8.98,8.7,214614,188962044.0,3.11,-2.0,-0.18,3.6
2016-04-18,000655,8.72,9.11,9.27,8.55,278139,245426175.0,8.17,3.41,0.3,4.67
2016-04-19,000655,8.99,8.93,9.1,8.8,210467,188027925.0,3.29,-1.98,-0.18,3.54
2016-04-20,000655,9.23,9.06,9.34,8.39,313547,279719680.0,10.64,1.46,0.13,5.27
2016-04-21,000655,9.24,9.31,9.96,9.15,546505,516997952.0,8.94,2.76,0.25,9.18
2016-04-22,000655,8.93,8.77,9.09,8.58,353545,310767072.0,5.48,-5.8,-0.54,5.94
2016-04-25,000655,8.7,8.5,8.75,8.3,200307,169555548.0,5.13,-3.08,-0.27,3.36
2016-04-26,000655,8.42,8.49,8.57,8.36,144554,122449733.0,2.47,-0.12,-0.01,2.43
2016-04-27,000655,8.47,8.28,8.57,8.25,201852,169493733.0,3.77,-2.47,-0.21,3.39
2016-04-28,000655,8.27,8.33,8.35,8.13,130220,107286824.0,2.66,0.6,0.05,2.19
2016-04-29,000655,8.38,8.42,8.57,8.32,166458,140964887.0,3.0,1.08,0.09,2.8
2016-05-03,000655,8.49,8.57,8.63,8.38,171945,146794614.0,2.97,1.78,0.15,2.89
2016-05-04,000655,8.68,8.47,8.93,8.41,135145,115181817.0,6.07,-1.17,-0.1,2.27
2016-05-05,000655,8.43,8.51,8.54,8.33,110573,93455847.0,2.48,0.47,0.04,1.86
2016-05-06,000655,8.47,7.93,8.5,7.91,209109,170949230.0,6.93,-6.82,-0.58,3.51
2016-05-09,000655,7.86,7.21,7.86,7.14,185678,137024492.0,9.08,-9.08,-0.72,3.12
2016-05-10,000655,7.15,7.22,7.29,7.1,89657,64572440.0,2.64,0.14,0.01,1.51
2016-05-11,000655,7.32,7.19,7.34,7.18,76140,55257437.0,2.22,-0.42,-0.03,1.28
2016-05-12,000655,7.0,7.1,7.13,6.87,78113,54704577.0,3.62,-1.25,-0.09,1.31
2016-05-13,000655,7.02,7.04,7.16,6.99,75116,53130770.0,2.39,-0.85,-0.06,1.26
