日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2015-05-20,000661,127.0,126.6,131.5,126.0,32218,414907568.0,4.31,-0.84,-1.07,2.45
2015-05-21,000661,126.2,129.99,133.68,126.01,34626,453142416.0,6.06,2.68,3.39,2.64
2015-05-22,000661,133.51,139.55,139.98,131.0,57126,773672272.0,6.91,7.35,9.56,4.35
2015-05-25,000661,138.43,143.0,145.2,138.0,36374,517555664.0,5.16,2.47,3.45,2.77
2015-05-26,000661,142.22,143.03,145.19,141.5,29066,416362912.0,2.58,0.02,0.03,2.21
2015-05-27,000661,143.06,146.01,146.77,139.01,29461,421355984.0,5.43,2.08,2.98,2.24
2015-05-28,000661,145.48,157.87,160.61,145.02,62107,977911664.0,10.68,8.12,11.86,4.73
2015-05-29,000661,156.49,158.28,162.0,147.47,44261,686885008.0,9.2,0.26,0.41,3.37
2015-06-01,000661,157.9,174.11,174.11,156.28,37703,635195888.0,11.26,10.0,15.83,2.87
2015-06-02,000661,179.99,175.82,182.0,170.1,31863,558819312.0,6.83,0.98,1.71,2.43
2015-06-03,000661,175.05,174.2,176.88,167.51,30650,527832448.0,5.33,-0.92,-1.62,2.33
2015-06-04,000661,175.88,176.99,178.68,158.0,43919,740985072.0,11.87,1.6,2.79,3.34
2015-06-05,000661,179.01,171.88,180.6,168.01,45382,794234112.0,7.11,-2.89,-5.11,3.46
2015-06-08,000661,170.02,163.13,170.94,160.98,33626,551678368.0,5.79,-5.09,-8.75,2.56
2015-06-09,000661,162.14,165.68,168.0,158.32,27457,451464800.0,5.93,1.56,2.55,2.09
2015-06-10,000661,164.88,167.2,169.1,162.5,16550,276823328.0,3.98,0.92,1.52,1.26
2015-06-11,000661,167.0,181.6,181.86,166.2,28244,493386160.0,9.37,8.61,14.4,2.15
2015-06-12,000661,180.0,175.35,181.8,175.0,23362,412992928.0,3.74,-3.44,-6.25,1.78
2015-06-15,000661,174.06,163.8,174.45,163.8,38349,647503552.0,6.07,-6.59,-11.55,2.92
2015-06-16,000661,163.0,161.0,166.0,156.07,25101,407200960.0,6.06,-1.71,-2.8,1.91
2015-06-17,000661,162.0,160.89,162.3,154.0,29730,471219584.0,5.16,-0.07,-0.11,2.26
2015-06-18,000661,160.0,154.0,160.47,154.0,13037,205991734.0,4.02,-4.28,-6.89,0.99
2015-06-19,000661,150.1,148.8,153.0,146.26,22489,337470064.0,4.38,-3.38,-5.2,1.71
2015-06-23,000661,150.5,149.0,151.38,140.5,19997,294000512.0,7.31,0.13,0.2,1.52
2015-06-24,000661,150.1,150.52,151.86,147.02,21829,326399600.0,3.25,1.02,1.52,1.66
2015-06-25,000661,151.01,152.0,165.0,148.02,30587,476925744.0,11.28,0.98,1.48,2.33
2015-06-26,000661,150.0,139.0,150.0,137.01,44670,635603088.0,8.55,-8.55,-13.0,3.4
2015-06-29,000661,143.0,125.1,143.7,125.1,46483,604655344.0,13.38,-10.0,-13.9,3.54
2015-06-30,000661,125.2,130.0,135.0,112.61,45873,572304608.0,17.9,3.92,4.9,3.49
2015-07-01,000661,129.59,127.0,133.88,120.19,44589,571704032.0,10.53,-2.31,-3.0,3.4
2015-07-02,000661,124.95,127.0,133.0,114.9,38726,480103824.0,14.25,0.0,0.0,2.95
2015-07-03,000661,124.3,129.94,129.94,117.0,42549,528648544.0,10.19,2.31,2.94,3.24
2015-07-06,000661,140.23,125.9,142.0,116.95,54428,687318080.0,19.28,-3.11,-4.04,4.14
2015-07-07,000661,119.28,113.31,123.0,113.31,20857,241312156.0,7.7,-10.0,-12.59,1.59
2015-07-08,000661,101.98,104.29,118.6,101.98,187198,1954800112.0,14.67,-7.96,-9.02,14.25
2015-07-09,000661,98.86,114.72,114.72,98.01,72228,777157632.0,16.02,10.0,10.43,5.5
2015-07-10,000661,119.2,126.19,126.19,117.3,20515,254637120.0,7.75,10.0,11.47,1.56
2015-07-13,000661,135.99,138.81,138.81,126.58,66915,902004096.0,9.69,10.0,12.62,5.1
2015-07-14,000661,135.58,136.5,141.53,132.58,46164,635681760.0,6.45,-1.66,-2.31,3.52
2015-07-15,000661,133.49,131.9,137.19,130.61,28610,382097104.0,4.82,-3.37,-4.6,2.18
2015-07-16,000661,131.8,135.6,138.9,127.0,31895,424203792.0,9.02,2.81,3.7,2.43
2015-07-17,000661,135.8,142.9,145.0,134.8,28538,401428640.0,7.52,5.38,7.3,2.17
2015-07-20,000661,142.9,142.22,148.14,137.9,30881,440323728.0,7.17,-0.48,-0.68,2.35
2015-07-21,000661,140.89,147.08,148.0,138.5,26094,376077744.0,6.68,3.42,4.86,1.99
2015-07-22,000661,146.8,145.53,148.17,140.88,20822,301424416.0,4.96,-1.05,-1.55,1.59
2015-07-23,000661,145.0,152.0,155.0,145.0,23037,346690448.0,6.87,4.45,6.47,1.75
2015-07-24,000661,152.0,150.18,153.79,147.5,24124,362641776.0,4.14,-1.2,-1.82,1.84
2015-07-27,000661,147.01,135.16,148.0,135.16,19170,273381872.0,8.55,-10.0,-15.02,1.46
2015-07-28,000661,131.5,135.0,139.48,128.0,45994,610599760.0,8.49,-0.12,-0.16,3.5
2015-07-29,000661,136.5,139.35,139.8,133.5,22672,308454320.0,4.67,3.22,4.35,1.73
2015-07-30,000661,139.0,142.13,151.18,137.3,30657,443284624.0,9.96,1.99,2.78,2.33
2015-07-31,000661,140.7,145.5,148.0,140.7,26478,384755552.0,5.14,2.37,3.37,2.02
2015-08-03,000661,143.13,149.88,151.79,142.0,23220,342395840.0,6.73,3.01,4.38,1.77
2015-08-04,000661,149.85,154.52,155.04,147.0,28785,432863440.0,5.36,3.1,4.64,2.19
2015-08-05,000661,153.0,149.6,154.94,149.0,16627,251641599.0,3.84,-3.18,-4.92,1.27
2015-08-06,000661,147.9,147.0,151.49,146.5,9887,146954517.0,3.34,-1.74,-2.6,0.75
2015-08-07,000661,148.0,149.01,151.41,145.8,12889,191909757.0,3.82,1.37,2.01,0.98
2015-08-10,000661,149.7,153.39,154.88,148.2,22473,340693536.0,4.48,2.94,4.38,1.71
2015-08-11,000661,153.0,149.84,153.3,149.51,16243,245449062.0,2.47,-2.31,-3.55,1.24
2015-08-12,000661,148.26,147.59,150.77,147.47,11473,170681697.0,2.2,-1.5,-2.25,0.87
2015-08-13,000661,147.01,144.85,148.77,142.28,14734,213926124.0,4.4,-1.86,-2.74,1.12
2015-08-14,000661,145.89,148.0,152.0,145.86,18609,278208672.0,4.24,2.17,3.15,1.42
2015-08-17,000661,148.05,153.58,154.19,147.99,16171,244559670.0,4.19,3.77,5.58,1.23
2015-08-18,000661,153.35,140.22,153.51,140.0,23259,341955808.0,8.8,-8.7,-13.36,1.77
2015-08-19,000661,138.98,146.44,146.44,134.04,22573,320505536.0,8.84,4.44,6.22,1.72
2015-08-20,000661,143.8,134.88,145.0,134.88,28591,395994144.0,6.91,-7.89,-11.56,2.18
2015-08-21,000661,131.0,122.66,134.3,121.39,37833,470304048.0,9.57,-9.06,-12.22,2.88
2015-08-24,000661,117.0,110.39,118.8,110.39,58246,645853728.0,6.86,-10.0,-12.27,4.44
2015-08-25,000661,102.97,99.35,110.7,99.35,60560,618895600.0,10.28,-10.0,-11.04,4.61
2015-08-26,000661,91.0,103.0,105.2,89.42,83420,807876464.0,15.88,3.67,3.65,6.35
2015-08-27,000661,103.0,103.3,105.8,97.88,41092,420477680.0,7.69,0.29,0.3,3.13
2015-08-28,000661,105.0,106.52,108.1,101.7,50026,521503072.0,6.2,3.12,3.22,3.81
2015-08-31,000661,106.0,99.88,106.0,95.98,41724,417331856.0,9.41,-6.23,-6.64,3.18
2015-09-01,000661,99.0,89.89,99.0,89.89,36777,341612608.0,9.12,-10.0,-9.99,2.8
2015-09-02,000661,80.9,91.14,93.83,80.9,59607,514089360.0,14.38,1.39,1.25,4.54
2015-09-07,000661,91.0,93.25,95.49,90.0,28557,265245842.0,6.02,2.32,2.11,2.17
2015-09-08,000661,91.68,96.58,96.88,90.3,25532,239402435.0,7.06,3.57,3.33,1.94
2015-09-09,000661,97.68,99.12,100.61,96.58,37800,373526944.0,4.17,2.63,2.54,2.88
2015-09-10,000661,98.0,97.92,100.0,96.58,17560,172347298.0,3.45,-1.21,-1.2,1.34
2015-09-11,000661,97.2,96.21,99.3,94.02,15580,150914487.0,5.39,-1.75,-1.71,1.19
2015-09-14,000661,96.71,88.0,97.25,87.5,22965,211880730.0,10.13,-8.53,-8.21,1.75
2015-09-15,000661,87.88,82.71,87.88,82.3,43035,364176896.0,6.34,-6.01,-5.29,3.28
2015-09-16,000661,84.01,90.98,90.98,83.9,29931,259208556.0,8.56,10.0,8.27,2.28
2015-09-17,000661,91.5,88.99,93.4,88.99,23586,216300181.0,4.85,-2.19,-1.99,1.8
2015-09-18,000661,90.0,97.89,97.89,88.08,34840,328223280.0,11.02,10.0,8.9,2.65
2015-09-21,000661,98.66,99.44,101.0,97.16,28183,279263200.0,3.92,1.58,1.55,2.15
2015-09-22,000661,99.4,98.4,101.9,96.51,26288,259727955.0,5.42,-1.05,-1.04,2.0
2015-09-23,000661,97.0,99.1,102.38,96.17,25441,254043069.0,6.31,0.71,0.7,1.94
2015-09-24,000661,99.0,100.5,102.0,98.0,23533,235387016.0,4.04,1.41,1.4,1.79
2015-09-25,000661,100.24,96.0,100.4,95.58,17275,168383640.0,4.8,-4.48,-4.5,1.32
2015-09-28,000661,95.85,99.0,100.21,93.2,27657,271560688.0,7.3,3.13,3.0,2.11
2015-09-29,000661,97.99,99.39,100.49,97.61,17940,178107430.0,2.91,0.39,0.39,1.37
2015-09-30,000661,99.55,97.1,100.97,96.89,12583,123731082.0,4.11,-2.3,-2.29,0.96
2015-10-08,000661,100.33,100.9,101.98,99.2,32192,323261376.0,2.86,3.91,3.8,2.45
2015-10-09,000661,103.55,104.5,107.4,103.55,36759,385246736.0,3.82,3.57,3.6,2.8
2015-10-12,000661,103.01,106.01,109.99,103.01,42325,452012608.0,6.68,1.44,1.51,3.22
2015-10-13,000661,106.1,109.4,110.48,106.0,30870,335643968.0,4.23,3.2,3.39,2.35
2015-10-14,000661,108.6,105.99,108.7,105.82,19137,205093190.0,2.63,-3.12,-3.41,1.46
2015-10-15,000661,105.66,108.25,108.66,105.01,23325,249602718.0,3.44,2.13,2.26,1.78
2015-10-16,000661,109.4,108.1,109.99,105.75,23376,252007608.0,3.92,-0.14,-0.15,1.78
2015-10-19,000661,107.99,112.0,112.5,107.99,30159,333072240.0,4.17,3.61,3.9,2.3
2015-10-20,000661,111.88,112.5,112.76,109.7,28524,316978496.0,2.73,0.45,0.5,2.17
2015-10-21,000661,112.55,108.5,115.67,105.5,33588,375028768.0,9.04,-3.56,-4.0,2.56
2015-10-22,000661,108.3,116.9,116.9,106.8,36229,407076976.0,9.31,7.74,8.4,2.76
2015-10-23,000661,118.0,122.5,122.5,116.93,44048,526062480.0,4.76,4.79,5.6,3.35
2015-10-26,000661,123.0,123.0,123.97,118.51,32501,394151824.0,4.46,0.41,0.5,2.47
2015-10-27,000661,121.96,127.07,127.54,119.45,22535,278464176.0,6.58,3.31,4.07,1.72
2015-10-28,000661,126.8,122.15,128.3,120.52,29962,371145680.0,6.12,-3.87,-4.92,2.28
2015-10-29,000661,123.99,121.5,124.59,118.02,27513,330858496.0,5.38,-0.53,-0.65,2.1
2015-10-30,000661,123.9,124.7,125.21,120.02,32803,404449472.0,4.27,2.63,3.2,2.5
2015-11-02,000661,121.01,120.6,125.88,120.5,17848,219459060.0,4.31,-3.29,-4.1,1.36
2015-11-03,000661,120.5,116.42,121.69,115.7,19550,230687394.0,4.97,-3.47,-4.18,1.49
2015-11-04,000661,116.12,122.24,122.24,116.01,22760,272092896.0,5.35,5.0,5.82,1.73
2015-11-05,000661,121.88,117.7,122.36,117.2,40535,482535088.0,4.22,-3.71,-4.54,3.09
2015-11-06,000661,116.88,119.18,120.2,116.88,44076,523451120.0,2.82,1.26,1.48,3.36
2015-11-09,000661,119.04,119.52,123.7,117.2,42300,510527824.0,5.45,0.29,0.34,3.22
2015-11-10,000661,119.85,120.0,121.99,118.01,32811,394259744.0,3.33,0.4,0.48,2.5
2015-11-11,000661,119.95,122.43,123.65,118.68,49591,604432192.0,4.14,2.03,2.43,3.78
2015-11-12,000661,123.45,122.73,124.9,121.0,40027,491042848.0,3.19,0.25,0.3,3.05
2015-11-13,000661,121.9,121.9,127.21,121.1,46198,571873936.0,4.98,-0.68,-0.83,3.52
2015-11-16,000661,119.47,119.8,120.1,117.5,30338,360620960.0,2.13,-1.72,-2.1,2.31
2015-11-17,000661,120.8,116.71,121.96,116.42,40910,488726144.0,4.62,-2.58,-3.09,3.12
2015-11-18,000661,117.05,114.4,117.73,114.03,28421,330633600.0,3.17,-1.98,-2.31,2.16
2015-11-19,000661,114.71,116.65,116.65,114.33,20675,238156570.0,2.03,1.97,2.25,1.57
2015-11-20,000661,116.79,116.82,117.77,114.7,34157,398193232.0,2.63,0.15,0.17,2.6
2015-11-23,000661,116.93,115.13,119.47,114.88,29344,344381184.0,3.93,-1.45,-1.69,2.23
2015-11-24,000661,115.5,117.14,117.45,113.89,19261,223260413.0,3.09,1.75,2.01,1.47
2015-11-25,000661,117.35,118.0,118.88,116.58,29157,343500448.0,1.96,0.73,0.86,2.22
2015-11-26,000661,118.99,119.8,122.35,118.0,38795,465991328.0,3.69,1.53,1.8,2.95
2015-11-27,000661,119.7,117.6,124.77,117.08,48022,582001152.0,6.42,-1.84,-2.2,3.66
2015-11-30,000661,118.49,114.77,119.0,111.0,34642,396545904.0,6.8,-2.41,-2.83,2.64
2015-12-01,000661,114.77,113.8,115.15,112.0,23171,263038525.0,2.74,-0.85,-0.97,1.76
2015-12-02,000661,113.9,114.15,114.5,111.81,15866,179868901.0,2.36,0.31,0.35,1.21
2015-12-03,000661,115.33,125.57,125.57,115.02,59212,718883984.0,9.24,10.0,11.42,4.51
2015-12-04,000661,125.58,123.5,128.68,122.0,46944,587581520.0,5.32,-1.65,-2.07,3.57
2015-12-07,000661,124.8,135.85,135.85,124.77,59054,773293328.0,8.97,10.0,12.35,4.5
2015-12-08,000661,134.2,134.0,135.98,131.1,37243,496701968.0,3.59,-1.36,-1.85,2.84
2015-12-09,000661,133.88,133.88,140.0,133.02,43645,596525696.0,5.21,-0.09,-0.12,3.32
2015-12-10,000661,133.7,131.6,135.96,131.5,27603,368889904.0,3.33,-1.7,-2.28,2.1
2015-12-11,000661,130.2,127.58,134.2,127.42,29076,378769792.0,5.15,-3.05,-4.02,2.21
2015-12-14,000661,125.5,128.49,128.53,125.38,25226,320839776.0,2.47,0.71,0.91,1.92
2015-12-15,000661,128.47,119.86,129.78,119.51,77438,950556736.0,7.99,-6.72,-8.63,5.9
2015-12-16,000661,119.8,120.58,122.3,119.74,31080,375915920.0,2.14,0.6,0.72,2.37
2015-12-17,000661,121.15,123.13,123.5,120.03,36018,439097888.0,2.88,2.11,2.55,2.74
2015-12-18,000661,123.1,122.65,123.3,120.08,30587,373113776.0,2.62,-0.39,-0.48,2.33
2015-12-21,000661,122.48,125.3,127.48,122.0,44112,554709216.0,4.47,2.16,2.65,3.36
2015-12-22,000661,125.0,123.86,125.78,122.52,23984,296501264.0,2.6,-1.15,-1.44,1.83
2015-12-23,000661,123.91,128.99,129.5,123.9,46811,596507360.0,4.52,4.14,5.13,3.56
2015-12-24,000661,128.8,132.15,141.52,127.77,48597,648474224.0,10.66,2.45,3.16,3.7
2015-12-25,000661,131.12,129.08,131.59,128.2,23499,303769936.0,2.57,-2.32,-3.07,1.79
2015-12-28,000661,129.8,122.8,131.47,121.07,37526,473498480.0,8.06,-4.87,-6.28,2.86
2015-12-29,000661,123.47,123.7,124.34,121.58,18638,229008125.0,2.25,0.73,0.9,1.42
2015-12-30,000661,124.01,123.4,124.56,122.88,18030,222569379.0,1.36,-0.24,-0.3,1.37
2015-12-31,000661,123.85,120.45,124.39,120.45,24033,293162272.0,3.19,-2.39,-2.95,1.83
2016-01-04,000661,121.25,108.41,121.3,108.41,27972,320575952.0,10.7,-10.0,-12.04,2.13
2016-01-05,000661,105.0,108.5,111.5,104.99,30416,329435776.0,6.0,0.08,0.09,2.32
2016-01-06,000661,109.1,110.7,111.92,103.0,25821,283275808.0,8.22,2.03,2.2,1.97
2016-01-07,000661,108.0,100.99,108.0,100.5,8187,84920660.0,6.78,-8.77,-9.71,0.62
2016-01-08,000661,103.35,103.5,105.79,97.96,31614,327688208.0,7.75,2.49,2.51,2.41
2016-01-11,000661,101.5,98.78,105.29,98.32,24292,248629981.0,6.73,-4.56,-4.72,1.85
2016-01-12,000661,98.4,100.6,102.15,97.8,20660,206151692.0,4.4,1.84,1.82,1.57
2016-01-13,000661,101.19,98.0,102.7,98.0,19063,192065397.0,4.67,-2.58,-2.6,1.45
2016-01-14,000661,94.55,100.8,101.98,93.5,24659,241341380.0,8.65,2.86,2.8,1.88
2016-01-15,000661,100.98,103.56,109.8,100.04,38832,405724704.0,9.68,2.74,2.76,2.96
2016-01-18,000661,101.0,107.8,107.8,100.59,33242,350722576.0,6.96,4.09,4.24,2.53
2016-01-19,000661,108.0,110.08,111.46,107.01,29791,326390432.0,4.13,2.12,2.28,2.27
2016-01-20,000661,109.6,107.33,110.75,106.2,22834,248110902.0,4.13,-2.5,-2.75,1.74
2016-01-21,000661,106.25,104.55,109.9,104.47,24231,258229519.0,5.06,-2.59,-2.78,1.85
2016-01-22,000661,105.21,107.05,108.0,103.01,16926,179025748.0,4.77,2.39,2.5,1.29
2016-01-25,000661,107.55,103.48,108.5,102.4,22581,238121539.0,5.7,-3.33,-3.57,1.72
2016-01-26,000661,103.0,98.61,103.0,98.03,25120,251148260.0,4.8,-4.71,-4.87,1.91
2016-01-27,000661,98.5,96.58,99.5,91.0,22944,218641190.0,8.62,-2.06,-2.03,1.75
2016-01-28,000661,95.0,92.8,97.78,92.0,16284,155228346.0,5.98,-3.91,-3.78,1.24
2016-01-29,000661,93.02,96.04,97.0,92.58,19054,181207528.0,4.76,3.49,3.24,1.45
2016-02-01,000661,95.65,92.08,96.16,90.9,15439,144781455.0,5.48,-4.12,-3.96,1.18
2016-02-02,000661,92.22,95.82,96.68,92.22,16866,160086805.0,4.84,4.06,3.74,1.28
2016-02-03,000661,94.1,94.81,95.48,92.62,14486,135814011.0,2.98,-1.05,-1.01,1.1
